NAME,DESCRIPTION,BLK_HOUSE,STR_NAME,UNIT_NO,POSTCODE,Lat,Lng,ICON_NAME
LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,NE12I65N000,273C,PUNGGOL PLACE,884,823273,1.40230300615945,103.901262393433,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,E73010V000,11,UPPER BOON KENG ROAD,901,380011,1.31423937057047,103.870914035563,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NE11909C000,683,HOUGANG AVENUE 8,903,530683,1.3733212172841,103.886365538231,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,S02210X000,631,BEDOK RESERVOIR ROAD,954,470631,1.3329587272309,103.914941831132,supermarketlogo.jpg
YES SUPERMARKET PTE LTD,S02037J000,201B,TAMPINES STREET 21,1091,522201,1.35345315592225,103.953009921086,supermarketlogo.jpg
SUZYAMEER FROZEN PTE. LTD.,NE08357A000,201D,TAMPINES STREET 21,1161,524201,1.35226231253931,103.95358649775,supermarketlogo.jpg
G8 MART PTE. LTD.,CE13401C000,421,ANG MO KIO AVENUE 10,1161,560421,1.36538421638439,103.852966963093,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,CE04334P000,233,ANG MO KIO AVENUE 3,1168,560233,1.36754924783084,103.83674063794,supermarketlogo.jpg
PRIME SUPERMARKET (1996) PTE LTD,S02059X000,106,HOUGANG AVENUE 1,1213,530106,1.35370296933733,103.890680794853,supermarketlogo.jpg
TAN KWEE ENG,B02041C000,327,YISHUN RING ROAD,1320,760327,1.43007109706807,103.842396448241,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,B02015J000,122,ANG MO KIO AVENUE 3,1753,560122,1.3701886043625,103.843413241014,supermarketlogo.jpg
KAI SOON SUPERMARKET PTE. LTD.,W03223N000,780,YISHUN RING ROAD,3546,760780,1.42213865028433,103.832882666076,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NW08141P000,41,SUNSET WAY,01A,597071,1.32325040085144,103.767260053848,supermarketlogo.jpg
THE FISHWIVES PTE. LTD.,W02430L000,501,BUKIT TIMAH ROAD,05B,259760,1.32257317593847,103.814245545298,supermarketlogo.jpg
PRIME SUPERMARKET LIMITED,SE04040C000,1,UPPER ALJUNIED LANE,1,360001,1.33429241375195,103.87874621482,supermarketlogo.jpg
ABEDIN TRADING PTE. LTD.,SE15464L000,599,GEYLANG ROAD,1,389538,1.31420654866153,103.886699759329,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SE07216L000,5,STADIUM WALK,1,397693,1.30222178109552,103.876152670397,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02074L000,238,THOMSON ROAD,28/29,307683,1.32021101601675,103.843656771807,supermarketlogo.jpg
SONG FISH DEALER PTE LTD,NW17069X000,17,PETIR ROAD,3,678278,1.37834971351323,103.762741183479,supermarketlogo.jpg
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,NW18310J000,676,WOODLANDS DRIVE 71,4,730676,1.43991607901426,103.800701205041,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,CE12096L000,1,JALAN BERSEH,3/22,209037,1.30778510070706,103.857010987509,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02073N000,163,TANGLIN ROAD,2/3,247933,1.30484344487426,103.823852799187,supermarketlogo.jpg
BLUEWATER SEAFOOD PTE. LTD.,CE18D64L000,8D,DEMPSEY ROAD,1,249672,1.30344597442988,103.80938167216,supermarketlogo.jpg
WONS BUTCHERY PTE. LTD.,CE18G34E000,1,ST. MARTIN'S DRIVE,1,257988,1.30570970646179,103.824463823195,supermarketlogo.jpg
LITTLE FARMS PTE. LTD.,CE18I13C000,3,LORONG LIPUT,4,277725,1.31064350283582,103.795246166645,supermarketlogo.jpg
B & S MINI MART PTE. LTD.,CE14Q85A000,310,GEYLANG ROAD,NA,389349,1.31245104539871,103.87962231543,supermarketlogo.jpg
"CHEE MIN KUAN, SIMON",SE14965K000,342,TANJONG KATONG ROAD,NA,437112,1.30373373435466,103.896498243508,supermarketlogo.jpg
JSJ CORPORATION PTE. LTD.,SE17345J000,31A,TANAH MERAH COAST ROAD,1,498720,1.31845201086353,103.985869406123,supermarketlogo.jpg
U STARS PTE. LTD.,NE04092A000,625,ELIAS ROAD,302,510625,1.37860238037503,103.941978177656,supermarketlogo.jpg
LOTTE MART PTE. LTD.,SW06806E000,17,LORONG KILAT,2,598139,1.34082661486743,103.774213263461,supermarketlogo.jpg
AJMAL TRADING GROUP PTE. LTD.,SW16B52K000,5,JALAN PAPAN,32,619396,1.32210836314021,103.727480745718,supermarketlogo.jpg
MURUGAN TRADERS PTE LTD,SW18B79P000,9,TRACTOR ROAD,NA,627970,1.32491980413317,103.705099705855,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,SW18A30L000,440,BUKIT BATOK WEST AVENUE 8,10,650440,1.35572307607651,103.739303106346,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,NW18649C000,785E,WOODLANDS RISE,1,735785,1.44680413155135,103.80548757912,supermarketlogo.jpg
AJMAL TRADING GROUP PTE. LTD.,NW15489B000,2,WOODLANDS SECTOR 2,5,737723,1.46152554782754,103.809438952915,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,NW18478E000,675,YISHUN AVENUE 4,10,760675,1.42015550315781,103.843558892177,supermarketlogo.jpg
PHAN NEE TRADING LLP,NW08337X000,2B,YISHUN AVENUE 7,1,768929,1.4443412952404,103.839030200378,supermarketlogo.jpg
HAO MART PTE. LTD.,NE18667L000,658,PUNGGOL EAST,1,820658,1.39990420413757,103.919352755684,supermarketlogo.jpg
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,NE18529J000,681,PUNGGOL DRIVE,9,820681,1.40287845138627,103.913195747038,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,S02169J000,525,ANG MO KIO AVENUE 10,2401,560525,1.37264569542777,103.853890711284,supermarketlogo.jpg
PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.,CE18A78X000,100,TRAS STREET,1/5,79027,1.27458822422728,103.843470740865,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SE11505P000,291,JOO CHIAT ROAD,1,427543,1.30982227398559,103.902232496984,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,NE17700J000,660A,EDGEDALE PLAINS,1,821660,1.40262196510476,103.916519601442,supermarketlogo.jpg
VIVA CORP SERVICES PTE. LTD.,NE14190K000,23,KAKI BUKIT ROAD 3,2,415812,1.33733862368542,103.903735085122,supermarketlogo.jpg
SWISS BUTCHERY (2013) PRIVATE LIMITED,CE07705A000,30,GREENWOOD AVENUE,NA,289230,1.33176109907579,103.806586886276,supermarketlogo.jpg
ROSWELL ENTERPRISE PTE LTD,B03078N000,34,GREENWOOD AVENUE,NA,289236,1.33183240808538,103.806492419384,supermarketlogo.jpg
T S J INDUSTRIAL (S) PTE. LTD.,SW14484J000,48,TOH GUAN ROAD EAST,130,608586,1.33683097371867,103.75434143082,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,E02196C000,80,MARINE PARADE ROAD,27/62,449269,1.30119131472187,103.905113590458,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,CE14G73B000,12,KALLANG AVENUE,47,339511,1.30974242012866,103.864101650514,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SE14875L000,11,TANJONG KATONG ROAD,36,437157,1.31469214115978,103.894480527876,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SW08807K000,154,WEST COAST ROAD,NA,127371,1.30358269052594,103.76528451751,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SW12J97L000,1,VISTA EXCHANGE GREEN,NA,138617,1.30684882667818,103.788214538525,supermarketlogo.jpg
FOODIE MARKET PLACE PTE. LTD.,CE10I13B000,225,OUTRAM ROAD,NA,169038,1.28345077313013,103.835371310094,supermarketlogo.jpg
MUSTAFA HOLDINGS PTE LTD,W03142N000,147,SYED ALWI ROAD,NA,207706,1.30975274714546,103.855701594507,supermarketlogo.jpg
SUPERNATURE PTE LTD,CE13539N000,583,ORCHARD ROAD,NA,238884,1.30619579913532,103.828509016301,supermarketlogo.jpg
HUBER'S PTE. LTD.,CE15F60K000,22,DEMPSEY ROAD,NA,249679,1.30679240718754,103.810185824202,supermarketlogo.jpg
MEAT THE BUTCHER PTE. LTD.,C00033N000,615,BUKIT TIMAH ROAD,NA,269716,1.32437350966463,103.809357938829,supermarketlogo.jpg
YEO KENG GUAN,C02052N000,5,RIDGEWOOD CLOSE,NA,276696,1.31661898336453,103.778947263616,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,C02025V000,293,HOLLAND ROAD,NA,278628,1.31756196835644,103.785840623813,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,CE09685B000,20,GREENWOOD AVENUE,NA,289215,1.3314914715562,103.806809259373,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NW04015N000,291,YISHUN STREET 22,389/3,760291,1.43576080071655,103.836723882475,supermarketlogo.jpg
CHD @ SOON LEE PTE. LTD.,SW08A55C000,51,SOON LEE ROAD,51A,628088,1.33212290136628,103.699070270739,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,C02050X000,3,YUAN CHING ROAD,NA,618642,1.32546808409855,103.725221546037,supermarketlogo.jpg
MD SYDUR RAHMAN,SW08047V000,13,TUAS SOUTH STREET 5,1,637555,1.29501368647394,103.626729263079,supermarketlogo.jpg
7SEVEN PTE. LTD.,NW14561E000,51,NORTH COAST AVENUE,3,756992,1.45605972594988,103.786436916899,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SW17E56V000,1,FUSIONOPOLIS WAY,3,138632,1.29929406658312,103.787404060028,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,NW18021V000,105,CANBERRA STREET,5,750105,1.44886402051704,103.832392856092,supermarketlogo.jpg
U STARS PTE. LTD.,NW17990N000,691,WOODLANDS DRIVE 73,6,730691,1.44062992233001,103.806198058319,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,CE17Q33A000,338,ANCHORVALE CRESCENT,11,540338,1.39922856580931,103.889653921063,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,CE17Q32B000,417,FERNVALE LINK,11,790417,1.39158704139214,103.879872489529,supermarketlogo.jpg
BHANDARI INTERNATIONAL PTE. LTD.,NW17277E000,280,WOODLANDS INDUSTRIAL PARK E5 (PART OF),47,757322,1.45132505304739,103.791095177079,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,NW17734V000,4,WOODLANDS STREET 12,61,738623,1.43351253350403,103.779746864012,supermarketlogo.jpg
WAN SIEW YOONG,W02099P000,4,SAGO LANE,103,50004,1.28180062455801,103.842908168065,supermarketlogo.jpg
HAO MART PTE. LTD.,CE17M26A000,17,JALAN TENTERAM,128,321017,1.3282116947432,103.859812582011,supermarketlogo.jpg
MCP FAIRMART PTE LTD,J92067N000,BLK 371,BUKIT BATOK STREET 31,324,650371,1.35925940699667,103.75069463728,supermarketlogo.jpg
HAO MART PTE. LTD.,CE17M36X000,146,JALAN BUKIT MERAH,1074,160146,1.27784876908556,103.830811469037,supermarketlogo.jpg
PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.,CE17L45A000,181,ORCHARD ROAD,1/3,238896,1.3008389164153,103.839434735426,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SE14A83A000,60,PAYA LEBAR ROAD,1/5,409051,1.31867575851382,103.892550605327,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,CE07569B000,370,ALEXANDRA ROAD,3/7,159953,1.2886146910195,103.805009970565,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NW08314K000,930,YISHUN AVENUE 2,6/7,769098,1.42969848150358,103.835776497586,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,S02024X000,205,HOUGANG STREET 21,133,530205,1.35949663830554,103.885079928732,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,SW05051J000,720,CLEMENTI WEST STREET 2,144,120720,1.30246409193291,103.763750974319,supermarketlogo.jpg
PRIME SUPERMARKET LIMITED,E02042P000,803,KING GEORGE'S AVENUE,154,200803,1.3083652684116,103.860912787999,supermarketlogo.jpg
PRIME SUPERMARKET LIMITED,S02040X000,823,TAMPINES STREET 81,160,520823,1.34873284070164,103.934010241001,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,S02038E000,829,TAMPINES STREET 81,284/8,520829,1.34922418771454,103.934912522809,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NW11384E000,1,WOODLANDS SQUARE,31/32,738099,1.43600783793646,103.785688733844,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,B02035A000,548,WOODLANDS DRIVE 44,37/38,730548,1.43084006633623,103.793416332651,supermarketlogo.jpg
LIN POH LING,SE06616X000,212,LORONG 8 TOA PAYOH,43/45,310212,1.34064293307986,103.854334496723,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SE10579K000,23,SERANGOON CENTRAL,44/45,556083,1.35067551423916,103.871861623795,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02075K000,230,VICTORIA STREET,16,188024,1.30014248326866,103.855786976518,supermarketlogo.jpg
"NAWAS GLOBAL PTE. LTD.",SW16224E000,3,TUAS SOUTH STREET 12,16,636947,1.27164226263376,103.633512282372,supermarketlogo.jpg
SADIA MINIMART PTE LTD,NW15751L000,11,MANDAI ESTATE,16,729908,1.40852996570468,103.759406170784,supermarketlogo.jpg
MEIDI-YA SINGAPORE CO (PTE) LTD,W02094C000,177,RIVER VALLEY ROAD,17,179030,1.29151478613339,103.844586298874,supermarketlogo.jpg
IROHA INTERNATIONAL PTE. LTD.,CE16I13V000,68,ORCHARD ROAD,17,238839,1.30074756196423,103.845047628503,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02096A000,81,CLEMENCEAU AVENUE,18,239917,1.29225958853816,103.842561031003,supermarketlogo.jpg
LITTLE FARMS PTE. LTD.,CE05380X000,491,RIVER VALLEY ROAD,20,248371,1.29301786111443,103.826940812301,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,C02080E000,61,TEBAN GARDENS ROAD,21,600061,1.32213636288701,103.738292804658,supermarketlogo.jpg
PHAN NEE INVESTMENTS (S) PTE LTD,SW16E98J000,500,OLD CHOA CHU KANG ROAD,21,698924,1.37761083897742,103.718403752899,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SE14377P000,430,UPPER CHANGI ROAD,47,487048,1.33177581668164,103.946201244496,supermarketlogo.jpg
RAW MARKET PTE. LTD.,NE15760A000,11,PASIR RIS LINK,48,518180,1.37558830763911,103.960839727952,supermarketlogo.jpg
THE BUTCHER (SINGAPORE) PTE. LTD.,B03074A000,44,JALAN MERAH SAGA,50,278116,1.3119219563809,103.796844046992,supermarketlogo.jpg
HAO MART PTE. LTD.,B85098V000,239,YISHUN RING ROAD,1150,760239,1.43359514246154,103.839685380422,supermarketlogo.jpg
SEOUL BUTCHERY PTE. LTD.,SW18715E000,13,YUK TONG AVENUE,NA,596318,1.34207496300068,103.774632799754,supermarketlogo.jpg
V SURESH KUMAR,NW12H40C000,51,ADMIRALTY ROAD WEST - LODGE 1,NA,757443,1.45982817398421,103.820073449022,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02140C000,200,TURF CLUB ROAD,NA,287994,1.33899462247146,103.793133813234,supermarketlogo.jpg
HAO MART PTE. LTD.,SE18184V000,448/450,GEYLANG ROAD,NA,389407,1.31317509715873,103.883646674404,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02070V000,290,ORCHARD ROAD,14/15,238859,1.30372322367268,103.835240311923,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,CE17J36N000,5,STRAITS VIEW,15/16,18935,1.27737236043423,103.852844804264,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02088A000,68,ORCHARD ROAD,15/16,238839,1.30074756196423,103.845047628503,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02068J000,1,KIM SENG PROMENADE,18/19,237994,1.29380236091495,103.831757911005,supermarketlogo.jpg
POPULAR SUPERMARKET PTE LTD,SW16942C000,12,TUAS SOUTH STREET 13,18/19,636937,1.27030978388319,103.634163915466,supermarketlogo.jpg
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,SW16901A000,12,TUAS SOUTH STREET 13,20/21,636937,1.27030978388319,103.634163915466,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SW12N25V000,31,OCEAN WAY,26/27,98375,1.24775861864545,103.841921096861,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,CE10B87J000,383,BUKIT TIMAH ROAD,09A,259727,1.31943617521461,103.82734585139,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,B02011P000,524A,JELAPANG ROAD,13/18,671524,1.38529556248789,103.766170532015,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,CE09512V000,512,BISHAN STREET 13,524,570512,1.34962234403109,103.849881701299,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S02051L000,192,LORONG 4 TOA PAYOH,672,310192,1.33166183429417,103.850483008706,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S02052K000,475,TAMPINES STREET 44,145,520475,1.36032331726567,103.953125974102,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S02053J000,107,TAMPINES STREET 11,353/9,521107,1.34837104824236,103.948128932393,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S02054E000,11,RIVERVALE CRESCENT,1,545082,1.39219777362583,103.90447160757,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S02055C000,118,RIVERVALE DRIVE,8,540118,1.38493201671183,103.901558027563,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S02056B000,301,UPPER THOMSON ROAD,25,574408,1.35466901882051,103.830919788426,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S02103A000,500,LORONG 6 TOA PAYOH,NA,310500,1.33296549379038,103.847050353797,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S91085V000,110,LENGKONG TIGA,233/5,410110,1.32397688357175,103.910689656957,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S94081C000,279,BISHAN STREET 24,62/64,570279,1.35722282377111,103.843785259758,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,S98084K000,734,PASIR RIS STREET 72,37,510734,1.37976753619581,103.936207570696,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,SE04012L000,2,JOO CHIAT ROAD,1139,420002,1.31553964712804,103.898764898642,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,SE04130B000,41,JALAN TIGA,5,390041,1.30782737247273,103.884763855717,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,SE07559P000,65,AIRPORT BOULEVARD,10,819663,1.35437073798267,103.985169647877,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,SE09706N000,5,EUNOS CRESCENT,2619,400005,1.32118979604503,103.903266275569,supermarketlogo.jpg
