NAME,DESCRIPTION,BLK_HOUSE,STR_NAME,UNIT_NO,POSTCODE,Lat,Lng,ICON_NAME
SHENG SIONG SUPERMARKET PTE LTD,B02038P000,925,YISHUN CENTRAL 1,211,760925,1.42750547876461,103.837125285904,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,B02017C000,301,WOODLANDS STREET 31,217,730301,1.43150526868815,103.773515667645,supermarketlogo.jpg
TEO BOBBY,SE05117K000,253,SERANGOON CENTRAL DRIVE,241,550253,1.35367102829776,103.870756830653,supermarketlogo.jpg
SHAHUL HAMEED S/O ABDUSALAM,NE10213X000,280,TAMPINES STREET 22,244,520280,1.34753518989402,103.951702778283,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SW07070J000,284,BUKIT BATOK EAST AVENUE 3,251,650284,1.3466990504391,103.757276703167,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,E02028L000,266,SERANGOON CENTRAL DRIVE,255,550266,1.35323163805116,103.871472859034,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SE09608P000,56,MARINE TERRACE,259,440056,1.30560570262798,103.915376080603,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,SE16233J000,18B,CIRCUIT ROAD,260,372018,1.32918105553869,103.888248444761,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,B02039N000,293,YISHUN STREET 22,261,760293,1.4361142481059,103.837605239088,supermarketlogo.jpg
PRIME SUPERMARKET (1996) PTE LTD,J02020B000,142,TECK WHYE LANE,281,680142,1.38079049151902,103.751954418498,supermarketlogo.jpg
TAN CHUAN BOON,S02031V000,309,HOUGANG AVENUE 5,293,530309,1.36620942758889,103.895144898127,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,CE04558K000,108,MCNAIR ROAD,295,321108,1.32161904109972,103.859382727107,supermarketlogo.jpg
PRIME SUPERMARKET LIMITED,J02019K000,962,JURONG WEST STREET 91,300,640962,1.34201783432949,103.691483120672,supermarketlogo.jpg
MCP FAIRMART PTE LTD,SW16H72K000,135,JURONG GATEWAY ROAD,317,600135,1.33375343289468,103.739371389066,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,E03034J000,115,BEDOK NORTH ROAD,319,460115,1.33143368800346,103.936865411478,supermarketlogo.jpg
HAO MART PTE. LTD.,CE12695A000,74,WHAMPOA DRIVE,332,320074,1.32471580637604,103.857752875465,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SW12G71E000,1,COVE AVENUE,NA,98537,1.2471504063107,103.839555012608,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,C03010C000,1,MARITIME SQUARE,NA,99253,1.26206336450486,103.818625588159,supermarketlogo.jpg
L M MEAT PTE. LTD.,SW13368A000,154,WEST COAST ROAD,14,127371,1.30358269052594,103.76528451751,supermarketlogo.jpg
U STARS PTE. LTD.,SW17728C000,817,KEAT HONG LINK,14,680817,1.3775438427841,103.749700044104,supermarketlogo.jpg
GURU'S MARKETING PTE. LTD.,SW14A98C000,27,PENJURU WALK,15,608538,1.31923811377776,103.732882480415,supermarketlogo.jpg
ISETAN (SINGAPORE) LIMITED?,W02078C000,350,ORCHARD ROAD,0,238868,1.3058097922131,103.831507328438,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,SW12M67E000,420A,CLEMENTI AVENUE 1,1,121420,1.30973331408822,103.768637301316,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SW12G70J000,101,CLEMENTI ROAD,1,129787,1.30176130745621,103.769369393442,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,CE15J25N000,85,DAWSON ROAD,1,141085,1.29531966854901,103.809758594158,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02080P000,252,NORTH BRIDGE ROAD,1,179103,1.29389358752931,103.853119912535,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02071X000,391A,ORCHARD ROAD,1,238873,1.30242417909428,103.83467613466,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,S02204N000,260,KIM KEAT AVENUE,1,310260,1.33211277384514,103.857378075733,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,W70029L000,170,STIRLING ROAD,1147,140170,1.29090918346995,103.803107635392,supermarketlogo.jpg
NTUC FAIRPRICE CO-OPERATIVE LTD,W90084A000,133,NEW BRIDGE ROAD,1,59413,1.28499883856532,103.844697090786,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02065N000,101,THOMSON ROAD,52,307591,1.31733464253519,103.843463185078,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,S97166P000,21,HOUGANG STREET 51,52,538719,1.37924528806956,103.887832026894,supermarketlogo.jpg
TEO BOBBY,E02072C000,29,CHAI CHEE AVENUE,62,460029,1.32476040694715,103.924370235887,supermarketlogo.jpg
LOH NYEN YIU,W02081N000,5001,BEACH ROAD,64,199588,1.30275121791614,103.865163649373,supermarketlogo.jpg
ARCHANA PROVISION STORES PTE. LTD,SW15051V000,27,PENJURU WALK,6/7,608538,1.31923811377776,103.732882480415,supermarketlogo.jpg
KINGSMART PTE. LTD.,SW07E27X000,30,PENJURU PLACE,6/7,608557,1.31621042313668,103.732527150838,supermarketlogo.jpg
AP HOUSE PTE. LTD.,CE13Z38L000,12,MARINA VIEW,6/8,18961,1.27830730320321,103.850795182002,supermarketlogo.jpg
HAO MART PTE. LTD.,SE06125B000,54,BAYSHORE ROAD,7/8,469979,1.31179544978998,103.936894516324,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,E02026P000,20,EASTWOOD ROAD,7/9,486442,1.3214476908532,103.955419467871,supermarketlogo.jpg
U STARS SUPERMARKET PTE. LTD.,CE15B61K000,330,ANCHORVALE STREET,1,540330,1.39684979447052,103.889246757276,supermarketlogo.jpg
U STARS SUPERMARKET PTE. LTD.,NE17098V000,215C,COMPASSVALE DRIVE,1,543215,1.38977025366003,103.892787164081,supermarketlogo.jpg
PRIME SUPERMARKET (1996) PTE LTD,CE12H94B000,542B,SERANGOON NORTH AVENUE 3,1,552542,1.37368392879254,103.871416983339,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,S02058V000,200,UPPER THOMSON ROAD,1,574424,1.35184498235634,103.836053654084,supermarketlogo.jpg
PHAN NEE INVESTMENTS (S) PTE LTD,NW11577N000,2C,YISHUN AVENUE 7,3,768930,1.44518329012928,103.837963232741,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,CE05039P000,201,YISHUN AVENUE 2,3,769092,1.41738336744103,103.832979911333,supermarketlogo.jpg
GW TRADER PTE. LTD.,CE15023A000,8,SELETAR NORTH LINK,3,797455,1.41833137911794,103.896447890319,supermarketlogo.jpg
PHANG NEE ENTERPRISE PTE. LTD.,SW09426V000,2D,JALAN PAPAN,4,619415,1.32078791294416,103.729751339131,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,NE15211C000,312A,SUMANG LINK,4,821312,1.41081926280608,103.900371678954,supermarketlogo.jpg
FOUR SEASONS ORGANIC MARKET PTE. LTD.,SE10553J000,80,MARINE PARADE ROAD,83A,449269,1.30119131472187,103.905113590458,supermarketlogo.jpg
THE BUTCHER (SINGAPORE) PTE. LTD.,SE05244V000,80,MARINE PARADE ROAD,83B,449269,1.30119131472187,103.905113590458,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,SW07331C000,352,CLEMENTI AVENUE 2,91&99,120352,1.31427860895568,103.771350566042,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,J02009N000,544,JURONG WEST STREET 42,97/99,640544,1.3523935762758,103.715759509791,supermarketlogo.jpg
THNG SAIK MONG,NW06239N000,108,CLEMENTI STREET 11,K1,120108,1.32212393765921,103.770265909205,supermarketlogo.jpg
HAO MART PTE. LTD.,CE17A46V000,222,BISHAN STREET 23,K1,570222,1.35803524250899,103.848208491053,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,S02036K000,9,TAMPINES STREET 32,30,529286,1.35436493617486,103.960042189056,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,NW11702X000,200,WOODLANDS INDUSTRIAL PARK E7,30,757177,1.45074972989745,103.796846522878,supermarketlogo.jpg
MAHOTA FOOD PTE. LTD.,CE16445A000,809,FRENCH ROAD,31,200809,1.30832700959572,103.862005875543,supermarketlogo.jpg
GURU'S MARKETING PTE. LTD.,SW16735N000,1,JALAN PAPAN,31,619392,1.32048426082957,103.726722841969,supermarketlogo.jpg
VINAYAK TRADERS PTE. LTD.,SW16814X000,1,JALAN PAPAN,33,619392,1.32048426082957,103.726722841969,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,B02012N000,768,WOODLANDS AVENUE 6,34,730768,1.44562289934866,103.798140996577,supermarketlogo.jpg
CHENNAI TRADING & SUPERMART PTE. LTD.,SW16921N000,1,JALAN PAPAN,35,619392,1.32048426082957,103.726722841969,supermarketlogo.jpg
AJMAL TRADE MART PTE. LTD.,NW09331A000,23,MANDAI ESTATE,21,729937,1.40631204506347,103.76056171553,supermarketlogo.jpg
L M MEAT PTE. LTD.,SE11D22K000,5,CHANGI BUSINESS PARK CENTRAL 1,23,486038,1.3343251542009,103.962389306789,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,SW14817E000,27,PENJURU WALK,24,608538,1.31923811377776,103.732882480415,supermarketlogo.jpg
SUN TRG & CON PTE LTD,NW17024A000,280,WOODLANDS INDUSTRIAL PARK E5,24,757322,1.45132505304739,103.791095177079,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,W02332N000,52,CHIN SWEE ROAD,25,160052,1.28708278767219,103.841580116173,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NE16363K000,1,SENGKANG SQUARE,25,545078,1.39209414927783,103.894980035249,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NW08385B000,604,SEMBAWANG ROAD,25,758459,1.44176714678225,103.824495079721,supermarketlogo.jpg
SONG FISH DEALER PTE LTD,CE14938E000,133,NEW BRIDGE ROAD,26,59413,1.28499883856532,103.844697090786,supermarketlogo.jpg
SONG FISH DEALER PTE LTD,C99107C000,1,JURONG WEST CENTRAL 2,26,648886,1.33983014805774,103.706460886826,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NE16139A000,259,PASIR RIS STREET 21,27,510259,1.36645363325574,103.964598501334,supermarketlogo.jpg
NG CHAI SENG,W02100V000,109,BUKIT PURMEI ROAD,155,90109,1.27392940817544,103.825310769144,supermarketlogo.jpg
PRIME SUPERMARKET LIMITED,J02017N000,373,BUKIT BATOK STREET 31,248,650373,1.35894636653359,103.750365807136,supermarketlogo.jpg
ANG KEN CHUA,J02008P000,410,CHOA CHU KANG AVENUE 3,341,680410,1.38062798479668,103.741520112804,supermarketlogo.jpg
HAO MART PTE. LTD.,E82118V000,537,BEDOK NORTH STREET 3,555,460537,1.33177301702605,103.924236464013,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NE07474A000,21,TAMPINES NORTH DRIVE 2,NA,528765,1.37210169537313,103.931999895836,supermarketlogo.jpg
SARATHI STORES PTE LTD,SE12F88V000,91,UPPER PAYA LEBAR ROAD,NA,534821,1.33748492133075,103.887004168998,supermarketlogo.jpg
SIVAMANI MINIMART PTE LTD,SE08722A000,141,UPPER PAYA LEBAR ROAD,NA,534846,1.33888230373418,103.886109258393,supermarketlogo.jpg
HAO MART PTE. LTD.,CE12V01C000,16,JALAN KURAS,NA,577729,1.3730794666261,103.829630867108,supermarketlogo.jpg
ALTERNATIVE SELECTION PTE. LTD.,NW15264K000,29,BINJAI PARK,NA,589831,1.33661474902075,103.786969223738,supermarketlogo.jpg
TUAS SOUTH MINIMART PTE. LTD.,SW16126J000,6,TUAS SOUTH STREET 15,NA,636906,1.27067712305135,103.636144795044,supermarketlogo.jpg
NPS IMPEX PTE. LTD,SW15681P000,21,TUAS VIEW SQUARE,NA,637640,1.29895146739633,103.627517906632,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,J03056N000,492,JURONG WEST STREET 41,NA,640492,1.35011243012885,103.724598702353,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,SW07209E000,7,JURONG WEST AVENUE 5,NA,649486,1.34878489456242,103.703415655686,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,J02011C000,464,UPPER BUKIT TIMAH ROAD,NA,678077,1.36012370572957,103.76754238699,supermarketlogo.jpg
GOWRI'S GLOBAL MARKETING PTE. LTD.,NW16252K000,460,MANDAI ROAD,NA,729760,1.41072219413685,103.76839596811,supermarketlogo.jpg
BALASUBRAMANIYAN KANNADASAN,J87134E000,257,KRANJI ROAD,NA,739503,1.43594535916514,103.754008429832,supermarketlogo.jpg
AJMAL TRADE MART PTE. LTD.,SW12L48X000,12,KRANJI ROAD,NA,739522,1.43069358938447,103.759237297885,supermarketlogo.jpg
DE ESPERTO MINIMART PTE. LTD.,NW14006E000,190,WOODLANDS INDUSTRIAL PARK E7,NA,757178,1.45122063631724,103.797853420673,supermarketlogo.jpg
PHAN NEE TRADING LLP,NW10192C000,49,ADMIRALTY ROAD WEST,NA,757444,1.46138853767873,103.818111275279,supermarketlogo.jpg
BANGLADESH SUPER MARKET PTE. LTD.,B90051N000,1024,SEMBAWANG ROAD,NA,758498,1.45343693357051,103.832526372151,supermarketlogo.jpg
LABIBA ENTERPRISE PTE. LTD.,CE13S05E000,249,JALAN KAYU,NA,799473,1.39657415558799,103.872851581637,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NE06429X000,266,COMPASSVALE BOW,2,540266,1.38199703135061,103.897031078181,supermarketlogo.jpg
SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,SW14017K000,18,TOH GUAN ROAD EAST,2,608596,1.33641798055282,103.751807387865,supermarketlogo.jpg
YS LOGISTICS (S) PTE. LTD.,SW11146X000,15,JALAN TEPONG,2,619336,1.30859346145721,103.722316838638,supermarketlogo.jpg
MALAR MARKETING PTE. LTD.,SW16H70N000,69,TUAS SOUTH AVENUE 1,2,637589,1.31335809677308,103.627436995081,supermarketlogo.jpg
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,SW09288C000,14,TECH PARK CRESCENT,2,638118,1.31069428534009,103.630190017208,supermarketlogo.jpg
GOWRI'S GLOBAL MARKETING PTE. LTD.,SW08907C000,555,UPPER JURONG ROAD,2,638368,1.32888600553213,103.677129986961,supermarketlogo.jpg
KAVI TRADERS PTE. LTD.,SW16B85N000,69R,TUAS SOUTH AVENUE 1,2,639926,1.31332235103777,103.627916988491,supermarketlogo.jpg
BISMILLAH MINIMART PTE. LTD.,NW13J23J000,32,MANDAI ESTATE,2,729939,1.40754324060913,103.758094978446,supermarketlogo.jpg
FORTUNE SUPERMARKET PTE. LTD.,NW14040B000,463,SEMBAWANG DRIVE,2,750463,1.45551208276585,103.814540291548,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NW07636K000,406A,SEMBAWANG DRIVE,2,751406,1.45273623395178,103.817249280953,supermarketlogo.jpg
PRIME SUPERMARKET LIMITED,S02127E000,108,PUNGGOL FIELD,2,820108,1.39652617622188,103.908850766913,supermarketlogo.jpg
U STARS SUPERMARKET PTE. LTD.,NE15440C000,261,PUNGGOL WAY,2,820261,1.40541353593882,103.896823897364,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,B02026B000,445,FAJAR ROAD,536,670445,1.38358044412737,103.770768312339,supermarketlogo.jpg
HAO MART PTE. LTD.,NW16634L000,205,PETIR ROAD,595,670205,1.3734302528997,103.773924087036,supermarketlogo.jpg
PRIME SUPERMARKET (1996) PTE LTD,NW12G73N000,761,YISHUN STREET 72,348,760761,1.42539842085522,103.83325904408,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,NE15002X000,506,TAMPINES CENTRAL 1,361,520506,1.35590218547803,103.945912189651,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,NE09314N000,776,PASIR RIS STREET 71,412,510776,1.37454928671824,103.937088181626,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,B92077A000,418,YISHUN AVENUE 11,433,760418,1.42489931802522,103.847249793129,supermarketlogo.jpg
PRIME SUPERMARKET LIMITED,E02041X000,25A,CHAI CHEE ROAD,459,461025,1.32328960172887,103.924149642486,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,E02032V000,539A,BEDOK NORTH STREET 3,477,461539,1.3324023017993,103.925500600051,supermarketlogo.jpg
HAO MART PTE. LTD.,SE17500A000,69,BEDOK SOUTH AVENUE 3,484,460069,1.31935027280391,103.94363236217,supermarketlogo.jpg
PRIME SUPERMARKET (1996) PTE LTD,NE11529V000,159A,HOUGANG STREET 11,1,531159,1.35209059885687,103.879314599056,supermarketlogo.jpg
PRIME SUPERMARKET LIMITED,S02151E000,263,COMPASSVALE STREET,1,540263,1.39484815593414,103.896042269736,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,B02037X000,883,WOODLANDS STREET 82,498,730883,1.44275332239793,103.79054802026,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,B02032E000,161,ANG MO KIO AVENUE 4,504,560161,1.374239506746,103.839489194952,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,SE16595E000,2,JALAN LOKAM,37,537846,1.34560771369918,103.882695852672,supermarketlogo.jpg
D-RON INVESTMENTS PTE. LTD.,CE15042P000,2,SELETAR NORTH LINK,38,797601,1.41690780081275,103.896018766281,supermarketlogo.jpg
AJMAL SUPER MART PTE. LTD.,SW14718K000,70,TUAS SOUTH AVENUE 1,40,637285,1.31396452002226,103.625764663231,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02079B000,1,CLAYMORE DRIVE,41,229594,1.30756237263162,103.829352202761,supermarketlogo.jpg
SONG FISH DEALER PTE LTD,SW17592A000,50,JURONG GATEWAY ROAD,43,608549,1.33320021671365,103.743170430901,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,W02064P000,36A,DUNEARN ROAD,44,309426,1.31617742511297,103.83781497569,supermarketlogo.jpg
COLD STORAGE SINGAPORE (1983) PTE LTD,CE10K82J000,2,BAYFRONT AVENUE,46,18972,1.28355872540744,103.858505749339,supermarketlogo.jpg
NG LIAN TEE,CE09902A000,7,GREENDALE AVENUE,NA,289504,1.33166477553301,103.80703380493,supermarketlogo.jpg
TAN PAK NANG,SE06465L000,387,UPPER ALJUNIED ROAD,NA,367872,1.33312323989581,103.878841903145,supermarketlogo.jpg
HAO MART PTE. LTD.,CE11B47P000,32,LORONG 11 GEYLANG,NA,388724,1.31346903905925,103.877004750675,supermarketlogo.jpg
PRB TRADING PTE. LTD.,CE10085L000,230,GEYLANG ROAD,NA,389290,1.31208877136103,103.877389270673,supermarketlogo.jpg
SHENG SIONG SUPERMARKET PTE LTD,CE12546B000,301,GEYLANG ROAD,NA,389344,1.3127205532191,103.878641503568,supermarketlogo.jpg
I-TEC SUPERMART PTE LTD,SE11136C000,498/500,GEYLANG ROAD,NA,389456,1.31328861546158,103.885153154008,supermarketlogo.jpg
YEO HOCK HENG,CE09744N000,5,ALJUNIED ROAD,NA,389797,1.31357605426931,103.881877796975,supermarketlogo.jpg
AZ SUPERMART PTE. LTD.,NE04109P000,21,KAKI BUKIT AVENUE 3,NA,415920,1.33809673913723,103.909946665207,supermarketlogo.jpg
FOODIE MARKET PLACE PTE. LTD.,SE15043B000,313,TANJONG KATONG ROAD,NA,437096,1.30608636797175,103.89614964274,supermarketlogo.jpg
ZAC MEAT & POULTRY PTE LTD,SE14C27C000,1B,FIGARO STREET,NA,458322,1.31574933269594,103.925857026336,supermarketlogo.jpg
